y_number,t250,t100,t50,t25,t10,t5,t2,t0,wg_number,clustercode,reference_name,pipeline_time,pipeline_date
4c7fa54c-b16f-406f-a98e-c2d40a9680f2,16,6,7,8,9,10,10,10,WG19-00013,RT015_TL174.16.6.7.8.9.10,RT015_TL174,,
1199,23,35,39,50,59,63,65,68,WG19-00015,RT015_TL174.23.35.39.50.59.63,RT015_TL174,,
D747A,23,35,39,50,59,63,65,68,WG19-00015,RT015_TL174.23.35.39.50.59.63,RT015_TL174,,
1688,25,44,51,67,77,83,86,90,WG19-00002,RT015_TL174.25.44.51.67.77.83,RT015_TL174,,
Y19-1772,25,44,51,67,77,83,86,90,WG19-00002,RT015_TL174.25.44.51.67.77.83,RT015_TL174,,
2123,26,45,52,68,80,86,89,93,WG19-00066,RT015_TL174.26.45.52.68.80.86,RT015_TL174,,
Y19-2759,26,45,52,68,80,86,89,242,WG19-00066,RT015_TL174.26.45.52.68.80.86,RT015_TL174,1644,2019-08-18
Y19-2122D,3,3,4,5,44,154,159,169,WG19-00006,RT015_TL174.3.3.4.5.44.154,RT015_TL174,,
Y19-2122SP,3,3,4,5,44,154,159,169,WG19-00006,RT015_TL174.3.3.4.5.44.154,RT015_TL174,,
Y19-2795,3,3,4,5,44,154,159,169,WG19-00006,RT015_TL174.3.3.4.5.44.154,RT015_TL174,1448,2019-08-18
Y19-3209-SP,3,3,4,5,44,154,229,256,WG19-00006,RT015_TL174.3.3.4.5.44.154,RT015_TL174,1037,2019-09-16
Y19-3096,3,3,4,5,44,195,201,218,WG19-00065,RT015_TL174.3.3.4.5.44.195,RT015_TL174,1557,2019-09-10
Y19-2230,3,3,4,5,44,195,201,218,WG19-00065,RT015_TL174.3.3.4.5.44.195,RT015_TL174,,
Y3976,3,3,4,5,44,47,48,191,WG19-00007,RT015_TL174.3.3.4.5.44.47,RT015_TL174,,
1063,3,3,4,5,44,47,48,50,WG19-00007,RT015_TL174.3.3.4.5.44.47,RT015_TL174,,
Y19-1551SP,3,3,4,5,44,47,48,153,WG19-00007,RT015_TL174.3.3.4.5.44.47,RT015_TL174,,
Y19-1544,33,61,76,102,133,143,146,152,WG19-00003,RT015_TL174.33.61.76.102.133.143,RT015_TL174,,
Y4202LARGE,33,61,76,102,133,143,146,152,WG19-00003,RT015_TL174.33.61.76.102.133.143,RT015_TL174,,
Y4686,44,76,93,126,168,187,193,206,WG19-00008,RT015_TL174.44.76.93.126.168.187,RT015_TL174,,
Y4688,44,76,93,126,168,187,193,207,WG19-00008,RT015_TL174.44.76.93.126.168.187,RT015_TL174,,
47da2568-b583-4c3c-aa22-fdaf82e4b7a1,7,8,9,10,11,12,12,12,WG19-00011,RT015_TL174.7.8.9.10.11.12,RT015_TL174,,
628523c2-1742-46a2-8ec8-0b40aa67fcdd,7,8,9,10,11,12,12,12,WG19-00011,RT015_TL174.7.8.9.10.11.12,RT015_TL174,,
8780b71b-17aa-4518-aa5e-afcf6afab8a8,7,8,9,10,11,12,12,12,WG19-00011,RT015_TL174.7.8.9.10.11.12,RT015_TL174,,
Y19-1595,34,62,77,103,135,145,148,155,WG19-00001,S,RT015_TL174,,
TC_D979,32,58,71,96,126,135,138,143,WG19-00001,S,RT015_TL174,,
Y19-1986,35,64,79,106,141,152,157,167,WG19-00001,S,RT015_TL174,,
1370,24,40,45,60,70,76,78,82,WG19-00001,S,RT015_TL174,,
540,28,48,56,73,86,92,95,99,WG19-00001,S,RT015_TL174,,
Y19-2135,36,65,81,108,143,155,160,170,WG19-00001,S,RT015_TL174,,
790,31,51,60,78,96,102,105,109,WG19-00001,S,RT015_TL174,,
Y19-2145,37,66,82,110,146,158,163,173,WG19-00001,S,RT015_TL174,,
Y2408,38,67,83,112,148,165,171,182,WG19-00001,S,RT015_TL174,,
Y2420,39,68,84,113,149,166,172,183,WG19-00001,S,RT015_TL174,,
Y2627,40,69,85,115,151,168,174,185,WG19-00001,S,RT015_TL174,,
Y4538,42,74,91,121,163,181,187,200,WG19-00001,S,RT015_TL174,,
D1023,13,19,20,22,25,28,29,31,WG19-00001,S,RT015_TL174,,
e42a4914-ad25-48a5-aa9d-ac53a946ecab,45,78,95,128,170,190,196,211,WG19-00001,S,RT015_TL174,,
4e06be2f-c906-4614-8479-4211409d6bc2,8,10,11,12,13,14,14,14,WG19-00001,S,RT015_TL174,,
9934d091-8b7a-4bd7-bcbd-12328d96484a,8,16,17,19,21,23,23,23,WG19-00001,S,RT015_TL174,,
Y4627,43,75,92,125,167,186,192,205,WG19-00001,S,RT015_TL174,,
1679,8,50,50,66,76,82,85,89,WG19-00001,S,RT015_TL174,,
Y4492,41,73,90,120,161,179,185,198,WG19-00001,S,RT015_TL174,,
Y4582,41,73,90,120,161,184,190,203,WG19-00001,S,RT015_TL174,,
Y19-2278,8,50,58,132,176,200,206,223,WG19-00001,S,RT015_TL174,,
Y19-2474,8,83,102,139,184,207,213,233,WG19-00001,S,RT015_TL174,,
81a57dfb-5cac-4ba4-923a-0e4a26cc2706,9,14,15,17,19,21,21,21,WG19-00001,S,RT015_TL174,,
1449,21,31,49,64,74,80,83,87,WG19-00001,S,RT015_TL174,,
1067,8,50,34,38,45,48,49,51,WG19-00001,S,RT015_TL174,,
1331,16,37,42,57,66,72,74,78,WG19-00001,S,RT015_TL174,,
133,16,37,43,58,68,74,76,80,WG19-00001,S,RT015_TL174,,
1665,16,37,41,65,75,81,84,88,WG19-00001,S,RT015_TL174,,
4807,16,47,55,72,85,91,94,98,WG19-00001,S,RT015_TL174,,
678,16,37,57,75,92,98,101,105,WG19-00001,S,RT015_TL174,,
D2029,16,37,63,82,103,110,113,118,WG19-00001,S,RT015_TL174,,
TC_D1489,16,37,41,56,119,126,129,134,WG19-00001,S,RT015_TL174,,
1148,21,31,32,45,53,56,57,59,WG19-00001,S,RT015_TL174,,
D2225,18,26,27,29,32,35,36,38,WG19-00001,S,RT015_TL174,,
D2138,18,52,64,85,108,115,118,123,WG19-00001,S,RT015_TL174,,
1443,23,41,48,63,73,79,82,86,WG19-00001,S,RT015_TL174,,
D1076,14,20,21,23,26,29,30,32,WG19-00001,S,RT015_TL174,,
Y19-2300,33,82,100,135,179,201,207,225,WG19-00001,S,RT015_TL174,,
Y19-2272_R,8,50,58,132,176,197,203,220,WG19-00001,S,RT015_TL174,,
D1095,16,24,25,27,30,33,34,36,WG19-00001,S,RT015_TL174,,
Y19-2246,16,37,41,131,175,196,202,219,WG19-00001,S,RT015_TL174,,
1f63bfb8-e085-4f80-b82f-5278151b6011,3,3,4,5,6,7,7,7,WG19-00001,S,RT015_TL174,,
TC_D989,3,3,73,98,129,138,141,146,WG19-00001,S,RT015_TL174,,
Y4426,1,72,89,119,159,177,183,196,WG19-00001,S,RT015_TL174,,
e7a171f8-7b72-4fb5-8abe-47e64cceb17c,46,79,96,129,171,191,197,213,WG19-00001,S,RT015_TL174,,
09a5fcf6-5070-44ff-8bd7-cd40bd51d25f,1,1,2,3,4,4,4,4,WG19-00001,S,RT015_TL174,,
272055b5-2bce-4ead-8c74-ecab96bba1a6,1,4,5,6,7,8,8,8,WG19-00001,S,RT015_TL174,,
491df998-ae45-4f42-8c2a-08ffac51747c,1,7,8,11,12,13,13,13,WG19-00001,S,RT015_TL174,,
517fb309-9993-4db2-b92d-4002cea1b64c,1,7,8,47,14,15,15,15,WG19-00001,S,RT015_TL174,,
53b85313-0918-4706-a314-3c356e11f0db,1,7,8,14,15,16,16,16,WG19-00001,S,RT015_TL174,,
546993ab-a868-4a4c-bf8b-6ec505031907,1,7,8,15,16,17,17,17,WG19-00001,S,RT015_TL174,,
5bebf20d-5b36-4c74-b031-88869bb02fdc,1,7,8,16,17,19,19,19,WG19-00001,S,RT015_TL174,,
6ffbc099-d358-4b6b-91d6-28920f2723ee,1,1,2,2,2,20,20,20,WG19-00001,S,RT015_TL174,,
aff50b62-70d2-48ff-a821-8b2b4ab025db,1,7,18,20,22,24,24,25,WG19-00001,S,RT015_TL174,,
d051c56b-7876-4ac1-9e0d-acf0e4571f2d,1,1,2,2,2,25,25,27,WG19-00001,S,RT015_TL174,,
d0b49155-fbb4-4233-b9f8-5517fc664ce5,1,7,8,47,23,26,26,28,WG19-00001,S,RT015_TL174,,
D1022,1,7,19,21,24,27,28,30,WG19-00001,S,RT015_TL174,,
D1081,1,21,22,24,27,30,31,33,WG19-00001,S,RT015_TL174,,
D1089,1,7,23,25,28,31,32,34,WG19-00001,S,RT015_TL174,,
D1091,1,7,24,26,29,32,33,35,WG19-00001,S,RT015_TL174,,
D1328B,1,25,26,28,31,34,35,37,WG19-00001,S,RT015_TL174,,
D2233,1,27,28,30,33,36,37,39,WG19-00001,S,RT015_TL174,,
D900,1,7,8,31,34,37,38,40,WG19-00001,S,RT015_TL174,,
D927,1,29,30,32,36,39,40,42,WG19-00001,S,RT015_TL174,,
D934,1,29,30,32,37,40,41,43,WG19-00001,S,RT015_TL174,,
D937,1,30,31,33,38,41,42,44,WG19-00001,S,RT015_TL174,,
dc4ba3f6-00fd-456e-a4fd-987c7f0c94c2,1,7,8,47,39,42,43,45,WG19-00001,S,RT015_TL174,,
1059,1,33,33,36,41,44,45,47,WG19-00001,S,RT015_TL174,,
1062,1,1,2,37,43,46,47,49,WG19-00001,S,RT015_TL174,,
1111,1,1,2,2,48,51,52,54,WG19-00001,S,RT015_TL174,,
1146.r1,1,7,8,47,52,55,56,58,WG19-00001,S,RT015_TL174,,
1198,1,7,8,47,58,62,64,67,WG19-00001,S,RT015_TL174,,
1202,1,1,2,51,60,65,67,70,WG19-00001,S,RT015_TL174,,
1203,1,7,8,52,61,66,68,71,WG19-00001,S,RT015_TL174,,
121,1,1,2,53,62,67,69,72,WG19-00001,S,RT015_TL174,,
122,1,33,16,54,63,69,71,75,WG19-00001,S,RT015_TL174,,
1332,1,7,8,47,67,73,75,79,WG19-00001,S,RT015_TL174,,
2113,1,1,2,2,78,84,87,91,WG19-00001,S,RT015_TL174,,
211,1,7,8,47,94,85,88,92,WG19-00001,S,RT015_TL174,,
355,1,7,8,47,81,87,90,94,WG19-00001,S,RT015_TL174,,
369,1,1,2,3,82,88,91,95,WG19-00001,S,RT015_TL174,,
4562,1,1,53,70,83,89,92,96,WG19-00001,S,RT015_TL174,,
4711,1,7,8,71,84,90,93,97,WG19-00001,S,RT015_TL174,,
59,1,1,2,2,87,93,96,100,WG19-00001,S,RT015_TL174,,
674,1,7,8,47,91,97,100,104,WG19-00001,S,RT015_TL174,,
759,1,7,59,77,95,101,104,108,WG19-00001,S,RT015_TL174,,
931,1,1,62,80,99,105,108,112,WG19-00001,S,RT015_TL174,,
944,1,7,8,47,100,106,109,113,WG19-00001,S,RT015_TL174,,
984,1,7,8,47,101,107,110,114,WG19-00001,S,RT015_TL174,,
986,1,7,8,47,102,108,111,115,WG19-00001,S,RT015_TL174,,
D2083,1,1,2,84,106,113,116,121,WG19-00001,S,RT015_TL174,,
D2111,1,7,8,47,107,114,117,122,WG19-00001,S,RT015_TL174,,
D2140,1,1,2,2,109,116,119,124,WG19-00001,S,RT015_TL174,,
D33,1,53,65,86,110,117,120,125,WG19-00001,S,RT015_TL174,,
D923large,1,55,67,88,114,121,124,129,WG19-00001,S,RT015_TL174,,
D923small,1,1,2,2,115,122,125,130,WG19-00001,S,RT015_TL174,,
DIGEST24,1,1,68,89,116,123,126,131,WG19-00001,S,RT015_TL174,,
DIGEST86,1,7,8,47,117,124,127,132,WG19-00001,S,RT015_TL174,,
TC_D146,1,7,8,47,118,125,128,133,WG19-00001,S,RT015_TL174,,
TC_D220,1,1,2,92,121,129,132,137,WG19-00001,S,RT015_TL174,,
TC_D712,1,57,70,93,122,130,133,138,WG19-00001,S,RT015_TL174,,
TC_D848,1,1,2,2,2,131,134,139,WG19-00001,S,RT015_TL174,,
TC_D875,1,7,8,47,123,132,135,140,WG19-00001,S,RT015_TL174,,
TC_D962,1,30,31,95,124,133,136,141,WG19-00001,S,RT015_TL174,,
TC_D964,1,1,2,2,125,134,137,142,WG19-00001,S,RT015_TL174,,
TC_D980,1,7,8,11,127,136,139,144,WG19-00001,S,RT015_TL174,,
TC_D981,1,59,72,97,128,137,140,145,WG19-00001,S,RT015_TL174,,
Y1778,1,1,75,100,131,140,143,149,WG19-00001,S,RT015_TL174,,
Y1782,1,1,2,2,48,141,144,150,WG19-00001,S,RT015_TL174,,
Y1795,1,7,8,101,132,142,145,151,WG19-00001,S,RT015_TL174,,
Y19-1806,1,1,2,40,136,147,152,160,WG19-00001,S,RT015_TL174,,
Y19-1886,1,7,8,47,138,149,154,164,WG19-00001,S,RT015_TL174,,
Y19-1984,1,7,8,105,140,151,156,166,WG19-00001,S,RT015_TL174,,
Y19-2142,1,1,2,2,145,157,162,172,WG19-00001,S,RT015_TL174,,
Y19-2156,1,7,8,111,147,159,164,174,WG19-00001,S,RT015_TL174,,
Y4432,1,1,2,3,160,178,184,197,WG19-00001,S,RT015_TL174,,
Y4503,1,1,2,3,162,180,186,199,WG19-00001,S,RT015_TL174,,
Y4564-RPT,1,1,2,122,164,182,188,201,WG19-00001,S,RT015_TL174,,
Y4564,1,1,2,123,165,183,189,202,WG19-00001,S,RT015_TL174,,
Y4589,1,1,2,124,166,185,191,204,WG19-00001,S,RT015_TL174,,
Y4759,1,1,2,2,2,188,194,208,WG19-00001,S,RT015_TL174,,
Y19-2217,1,80,97,130,173,193,199,215,WG19-00001,S,RT015_TL174,,
Y19-2273,1,81,99,133,177,198,204,221,WG19-00001,S,RT015_TL174,,
Y19-2328,1,7,8,47,94,204,210,228,WG19-00001,S,RT015_TL174,,
Y19-2401,1,7,101,138,182,205,211,230,WG19-00001,S,RT015_TL174,,
Y19-2472,1,7,8,47,183,206,212,232,WG19-00001,S,RT015_TL174,,
Y19-2502,1,84,103,140,185,208,214,234,WG19-00001,S,RT015_TL174,,
Y19-2683,1,1,2,2,187,211,217,237,WG19-00001,S,RT015_TL174,,
Y3958,1,1,2,91,153,171,177,189,WG19-00001,S,RT015_TL174,,
Y3967,1,7,8,16,154,172,178,190,WG19-00001,S,RT015_TL174,,
Y4142,1,71,87,117,155,173,179,192,WG19-00001,S,RT015_TL174,,
Y4208,1,7,8,47,156,174,180,193,WG19-00001,S,RT015_TL174,,
Y4210,1,1,2,3,157,175,181,194,WG19-00001,S,RT015_TL174,,
Y4334,1,7,88,118,158,176,182,195,WG19-00001,S,RT015_TL174,,
Y86,1,77,94,127,169,189,195,209,WG19-00001,S,RT015_TL174,,
Y2215,1,1,2,2,2,164,169,180,WG19-00001,S,RT015_TL174,,
Y2550,1,7,8,114,150,167,173,184,WG19-00001,S,RT015_TL174,,
Y19-3123,33,61,76,146,194,220,227,253,WG19-00001,S,RT015_TL174,1557,2019-09-10
Y19-2923,16,37,108,145,193,218,225,249,WG19-00001,S,RT015_TL174,1030,2019-08-27
Y19-2836,1,1,2,2,192,217,224,248,WG19-00001,S,RT015_TL174,1247,2019-08-21
Y19-3206,1,1,2,2,35,222,231,258,WG19-00001,S,RT015_TL174,1157,2019-09-16
Y19-2687,1,85,105,142,188,213,219,240,WG19-00001,S,RT015_TL174,1420,2019-08-18
Y19-2960,1,7,8,47,94,219,226,250,WG19-00001,S,RT015_TL174,0927,2019-08-31
Y19-3145,1,7,8,47,195,221,228,255,WG19-00001,S,RT015_TL174,1117,2019-09-11
Y19-2772,1,33,106,143,190,215,221,244,WG19-00001,S,RT015_TL174,1644,2019-08-18
